Condominio,Tamanho,Quartos,Banheiros,Suites,Vagas,Elevador,Mobiliado,Piscina,Novo,Regiao,Valor,Ano
2741,250,4,2,1,2,Nao,Nao,Nao,Nao,Oeste,9000.0,2020
1701,155,3,3,2,3,Nao,Nao,Nao,Nao,Oeste,6500.0,2021
2100,180,3,4,3,3,Nao,Nao,Sim,Nao,Oeste,8000.0,2019
3900,220,4,5,4,3,Nao,Nao,Sim,Nao,Oeste,6000.0,2017
1301,145,2,2,1,3,Nao,Nao,Sim,Nao,Oeste,7000.0,2018
2741,250,4,2,1,2,Nao,Nao,Nao,Nao,Oeste,9000.0,2022
1395,113,2,3,2,2,Nao,Nao,Sim,Nao,Oeste,10000.0,2022
1711,183,3,2,1,1,Nao,Nao,Nao,Nao,Oeste,3500.0,2012
1155,87,3,2,1,1,Nao,Nao,Nao,Nao,Oeste,3600.0,2015
3310,250,4,3,2,3,Nao,Nao,Nao,Nao,Oeste,7500.0,2022
4000,360,3,4,3,2,Sim,Nao,Nao,Nao,Oeste,7000.0,2020
1150,110,2,2,1,1,Nao,Sim,Nao,Nao,Oeste,6000.0,2021
1671,100,3,2,1,1,Nao,Sim,Nao,Nao,Oeste,6000.0,2020
1300,138,3,2,1,1,Nao,Nao,Nao,Nao,Oeste,6000.0,2017
1325,157,3,2,1,1,Nao,Nao,Nao,Nao,Oeste,3500.0,2017
1203,37,1,2,1,1,Nao,Sim,Sim,Nao,Oeste,2000.0,2010
2700,111,2,2,1,1,Nao,Nao,Nao,Nao,Oeste,4000.0,2019
4200,510,6,5,4,3,Nao,Nao,Sim,Nao,Oeste,8000.0,2018
2200,192,3,4,3,3,Nao,Nao,Sim,Nao,Oeste,5500.0,2022
1105,100,3,2,1,3,Nao,Nao,Sim,Nao,Oeste,1800.0,2005
1522,129,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,1900.0,2011
2350,184,3,4,3,4,Nao,Nao,Sim,Nao,Oeste,3950.0,2016
721,68,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,1700.0,2007
890,64,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,3500.0,2016
1012,96,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,2000.0,2006
1800,176,3,4,3,3,Sim,Nao,Sim,Nao,Oeste,3600.0,2014
2900,289,4,5,4,4,Nao,Nao,Sim,Nao,Oeste,4000.0,2020
1795,175,3,4,3,4,Nao,Nao,Nao,Nao,Oeste,3800.0,2017
1450,132,3,4,3,2,Nao,Nao,Nao,Nao,Oeste,3400.0,2016
1600,177,4,4,3,3,Nao,Nao,Sim,Nao,Oeste,5000.0,2016
1700,177,3,4,3,4,Nao,Nao,Nao,Nao,Oeste,4500.0,2020
2435,208,4,3,2,3,Nao,Nao,Sim,Nao,Oeste,1300.0,2000
2500,180,3,4,3,4,Nao,Nao,Nao,Nao,Oeste,9000.0,2020
1600,140,3,3,2,3,Nao,Nao,Sim,Nao,Oeste,2500.0,2014
600,70,3,2,1,1,Nao,Nao,Sim,Nao,Oeste,1500.0,2007
748,48,1,2,1,2,Nao,Sim,Sim,Nao,Oeste,1200.0,1999
860,70,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,1500.0,2002
645,126,4,3,1,2,Sim,Nao,Sim,Nao,Oeste,4000.0,2018
900,86,2,1,0,2,Nao,Nao,Sim,Nao,Oeste,2300.0,2008
882,104,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,4350.0,2015
698,55,1,2,1,1,Nao,Nao,Sim,Nao,Oeste,2700.0,2010
1700,100,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,2000.0,2010
4583,510,5,5,4,3,Nao,Nao,Sim,Nao,Oeste,9000.0,2020
2997,282,4,5,4,4,Nao,Nao,Sim,Nao,Oeste,8000.0,2020
1800,250,4,5,4,4,Sim,Nao,Sim,Nao,Oeste,9000.0,2022
850,72,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,1500.0,2008
2600,261,3,4,3,4,Nao,Nao,Sim,Nao,Oeste,10000.0,2018
1550,125,4,2,1,2,Nao,Nao,Sim,Nao,Oeste,2100.0,2013
1500,99,1,2,1,3,Nao,Sim,Sim,Nao,Oeste,1600.0,2007
1850,163,3,4,3,3,Sim,Sim,Sim,Nao,Oeste,3000.0,2013
2000,210,4,3,2,3,Nao,Nao,Sim,Nao,Oeste,3500.0,2018
900,96,1,2,1,2,Nao,Nao,Sim,Nao,Oeste,4000.0,2016
390,45,1,1,0,1,Nao,Nao,Nao,Nao,Oeste,1700.0,2006
2450,193,3,4,3,0,Nao,Nao,Nao,Nao,Oeste,8500.0,2022
1100,100,2,2,1,2,Sim,Sim,Sim,Nao,Oeste,1790.0,2010
680,35,1,2,1,1,Nao,Sim,Sim,Nao,Oeste,1409.0,2006
308,51,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1600.0,2007
2775,246,4,5,4,4,Nao,Nao,Nao,Nao,Oeste,6000.0,2017
740,70,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,840.0,1998
874,100,2,3,2,2,Nao,Sim,Sim,Nao,Oeste,2800.0,2012
1550,161,4,4,3,3,Nao,Nao,Sim,Nao,Oeste,3000.0,2014
1500,238,4,4,2,3,Nao,Nao,Sim,Nao,Oeste,5000.0,2020
1400,160,4,1,0,3,Nao,Nao,Sim,Nao,Oeste,6000.0,2021
2000,198,3,4,3,2,Nao,Nao,Nao,Nao,Oeste,4000.0,2018
2833,184,3,4,3,4,Nao,Nao,Sim,Nao,Oeste,5500.0,2020
540,63,3,2,1,1,Nao,Nao,Nao,Nao,Oeste,1650.0,2008
550,70,3,2,1,1,Nao,Nao,Nao,Nao,Oeste,1800.0,2005
760,75,3,1,0,2,Nao,Nao,Nao,Nao,Oeste,1550.0,2006
2400,276,4,3,2,4,Nao,Nao,Nao,Nao,Oeste,8500.0,2019
3895,393,4,4,3,4,Nao,Nao,Sim,Nao,Oeste,5000.0,2022
850,64,2,2,1,1,Nao,Nao,Sim,Nao,Oeste,1400.0,2004
909,102,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,1500.0,2002
2750,516,4,5,4,4,Nao,Nao,Sim,Nao,Oeste,5500.0,2021
1450,145,3,2,1,2,Nao,Sim,Nao,Nao,Oeste,6500.0,2018
1648,173,4,4,3,3,Nao,Sim,Sim,Nao,Oeste,4000.0,2016
3226,300,4,5,4,4,Nao,Nao,Sim,Nao,Oeste,2000.0,2011
940,100,2,2,1,3,Nao,Nao,Sim,Nao,Oeste,3140.0,2018
1490,70,3,1,0,1,Nao,Nao,Sim,Nao,Oeste,1500.0,2006
1100,100,3,2,1,3,Nao,Nao,Sim,Nao,Oeste,1800.0,2009
1100,100,3,2,1,3,Nao,Nao,Sim,Nao,Oeste,1800.0,2011
1100,100,3,2,1,3,Nao,Nao,Sim,Nao,Oeste,1800.0,2011
500,84,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,1900.0,2005
1000,85,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,2000.0,2012
1100,100,3,2,1,3,Nao,Nao,Sim,Nao,Oeste,1800.0,2008
384,50,2,1,0,1,Sim,Nao,Sim,Nao,Oeste,1300.0,2001
330,50,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1200.0,2000
550,64,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1350.0,2001
1100,84,3,2,1,2,Nao,Sim,Sim,Nao,Oeste,2500.0,2012
458,82,3,2,1,1,Sim,Nao,Sim,Nao,Oeste,2500.0,2014
630,75,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,2200.0,2007
1100,84,3,2,1,2,Nao,Sim,Sim,Nao,Oeste,2500.0,2015
900,110,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,1300.0,2003
900,75,2,3,2,2,Nao,Nao,Nao,Nao,Oeste,2800.0,2011
400,65,2,2,1,1,Nao,Nao,Nao,Nao,Oeste,2000.0,2010
1000,87,3,4,3,3,Nao,Nao,Sim,Nao,Oeste,3500.0,2015
716,84,2,2,1,2,Nao,Sim,Sim,Nao,Oeste,1750.0,2010
720,74,3,2,0,1,Nao,Nao,Sim,Nao,Oeste,1500.0,2004
804,68,3,1,0,1,Nao,Nao,Sim,Nao,Oeste,1300.0,2003
500,64,2,2,1,1,Nao,Nao,Sim,Nao,Oeste,2200.0,2007
816,75,3,1,0,1,Sim,Nao,Sim,Nao,Oeste,1500.0,2001
912,106,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,3500.0,2016
597,66,3,1,0,1,Nao,Nao,Nao,Nao,Oeste,1600.0,2004
1750,138,3,4,3,3,Nao,Nao,Sim,Nao,Oeste,3000.0,2013
912,106,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,3500.0,2019
600,67,3,1,0,1,Nao,Nao,Nao,Nao,Oeste,1600.0,2003
889,75,3,2,1,1,Nao,Nao,Nao,Nao,Oeste,2100.0,2013
450,56,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1300.0,2000
570,60,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1600.0,2009
0,72,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,2600.0,2013
720,76,2,1,0,2,Nao,Sim,Sim,Nao,Oeste,3300.0,2012
1100,162,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,6000.0,2018
1479,139,3,4,3,2,Nao,Nao,Sim,Nao,Oeste,2200.0,2008
1502,120,3,1,0,2,Nao,Nao,Nao,Nao,Oeste,3700.0,2015
986,80,2,1,0,1,Sim,Nao,Sim,Nao,Oeste,2700.0,2012
480,76,3,2,1,1,Nao,Nao,Nao,Nao,Oeste,2500.0,2013
4200,270,4,5,4,4,Nao,Nao,Sim,Nao,Oeste,8800.0,2019
750,89,3,1,0,1,Nao,Nao,Nao,Nao,Oeste,3000.0,2016
9500,452,4,3,2,4,Sim,Nao,Sim,Nao,Oeste,10000.0,2019
2200,165,3,2,1,2,Sim,Nao,Sim,Nao,Oeste,6000.0,2019
402,66,3,1,0,1,Sim,Nao,Nao,Nao,Oeste,1800.0,2010
1300,120,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,3000.0,2011
700,92,3,1,0,1,Sim,Nao,Nao,Nao,Oeste,3000.0,2011
2500,163,3,4,3,3,Nao,Nao,Sim,Nao,Oeste,10000.0,2022
4200,200,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,5500.0,2020
585,34,1,1,0,1,Sim,Nao,Sim,Nao,Oeste,3000.0,2013
800,66,1,1,0,1,Nao,Sim,Nao,Nao,Oeste,3000.0,2014
1500,155,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,4200.0,2019
2200,165,3,2,1,1,Nao,Nao,Sim,Nao,Oeste,5000.0,2018
1200,120,3,2,1,2,Sim,Nao,Nao,Nao,Oeste,3400.0,2016
642,58,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,2600.0,2010
2700,185,3,4,3,3,Nao,Nao,Nao,Nao,Oeste,4200.0,2018
907,90,2,1,0,1,Sim,Nao,Sim,Nao,Oeste,2500.0,2014
3300,180,3,2,1,3,Nao,Nao,Sim,Nao,Oeste,8000.0,2020
444,77,3,1,0,0,Nao,Nao,Nao,Nao,Oeste,1800.0,2010
1700,120,3,4,3,3,Nao,Sim,Sim,Nao,Oeste,4500.0,2016
1831,124,1,2,1,2,Nao,Nao,Nao,Nao,Oeste,6000.0,2017
2500,178,4,4,3,4,Nao,Nao,Sim,Nao,Oeste,7000.0,2018
2430,165,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,4800.0,2021
1182,129,3,2,1,3,Nao,Nao,Sim,Nao,Oeste,5500.0,2020
3000,223,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,5000.0,2018
1200,74,1,1,0,2,Nao,Nao,Sim,Nao,Oeste,4500.0,2017
4000,290,3,4,3,4,Nao,Nao,Sim,Nao,Oeste,6900.0,2018
3700,240,3,4,3,3,Nao,Nao,Nao,Nao,Oeste,6000.0,2022
570,34,1,1,0,1,Nao,Nao,Sim,Nao,Oeste,3000.0,2015
786,74,1,2,1,1,Sim,Sim,Nao,Nao,Oeste,4900.0,2022
1000,90,2,2,1,1,Sim,Nao,Nao,Nao,Oeste,2400.0,2009
900,87,3,2,0,1,Nao,Nao,Nao,Nao,Oeste,2500.0,2013
1800,124,3,3,2,2,Nao,Nao,Sim,Nao,Oeste,6000.0,2021
1831,198,4,3,2,4,Nao,Sim,Sim,Nao,Oeste,10000.0,2022
1200,74,1,1,0,2,Nao,Nao,Sim,Nao,Oeste,4500.0,2015
875,57,2,2,0,1,Nao,Nao,Nao,Nao,Oeste,1900.0,2011
850,72,2,1,0,1,Nao,Sim,Nao,Nao,Oeste,4800.0,2022
1876,127,2,3,1,1,Nao,Nao,Nao,Nao,Oeste,7437.0,2018
2590,188,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,6500.0,2022
750,93,2,3,2,2,Nao,Nao,Sim,Nao,Oeste,3000.0,2011
2500,163,3,4,3,3,Nao,Nao,Sim,Nao,Oeste,10000.0,2022
2400,168,3,2,1,2,Nao,Sim,Sim,Nao,Oeste,7800.0,2021
1500,115,1,2,1,0,Nao,Nao,Nao,Nao,Oeste,3500.0,2016
1440,115,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,4000.0,2019
728,53,2,1,0,1,Sim,Nao,Nao,Nao,Oeste,1800.0,2007
950,96,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,2200.0,2008
525,50,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1000.0,1999
650,68,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1290.0,2001
446,59,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1200.0,2003
550,60,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1380.0,2006
700,72,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,1100.0,1998
450,55,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1200.0,2003
650,77,2,2,1,2,Nao,Nao,Nao,Nao,Oeste,1950.0,2011
764,78,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,1700.0,2005
600,52,2,1,0,1,Nao,Sim,Nao,Nao,Oeste,1300.0,2005
750,76,3,2,1,2,Sim,Nao,Nao,Nao,Oeste,1900.0,2009
750,68,3,2,1,1,Nao,Sim,Nao,Nao,Oeste,2100.0,2010
720,75,3,2,0,1,Nao,Sim,Nao,Nao,Oeste,1400.0,2002
560,60,2,1,0,1,Nao,Sim,Sim,Nao,Oeste,1400.0,2003
370,49,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1210.0,2001
400,65,2,2,1,1,Nao,Nao,Sim,Nao,Oeste,1800.0,2008
669,56,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1200.0,2002
400,65,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1300.0,2006
0,62,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1200.0,1999
465,46,3,2,1,1,Nao,Nao,Sim,Nao,Oeste,2350.0,2014
700,120,4,1,0,1,Nao,Sim,Nao,Nao,Oeste,2900.0,2016
370,58,3,1,0,1,Nao,Nao,Nao,Nao,Oeste,1500.0,2004
0,45,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,900.0,1998
600,72,3,1,0,1,Nao,Nao,Nao,Nao,Oeste,1400.0,2003
621,56,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1200.0,1999
470,50,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1400.0,2006
495,63,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,1500.0,2005
900,88,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,3200.0,2015
455,98,3,2,0,1,Nao,Nao,Nao,Nao,Oeste,1200.0,1999
690,65,3,2,1,1,Nao,Nao,Sim,Nao,Oeste,1450.0,2007
600,68,3,2,1,2,Nao,Sim,Sim,Nao,Oeste,2700.0,2011
650,77,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,2000.0,2010
628,75,3,1,0,1,Nao,Nao,Sim,Nao,Oeste,1350.0,2004
600,88,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,2200.0,2013
618,68,2,2,0,1,Nao,Nao,Sim,Nao,Oeste,2350.0,2011
866,136,3,2,1,3,Nao,Sim,Sim,Nao,Oeste,3500.0,2016
532,68,3,2,1,1,Nao,Nao,Sim,Nao,Oeste,1400.0,2001
550,63,3,2,1,1,Nao,Nao,Nao,Nao,Oeste,2000.0,2006
600,75,3,2,1,1,Nao,Nao,Nao,Nao,Oeste,1500.0,2007
530,58,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1600.0,2006
760,74,3,2,1,2,Sim,Nao,Sim,Nao,Oeste,2400.0,2010
550,53,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1000.0,2000
764,70,3,1,0,2,Nao,Nao,Sim,Nao,Oeste,1400.0,2002
450,68,3,2,1,1,Nao,Sim,Sim,Nao,Oeste,1300.0,2003
760,68,3,2,1,2,Sim,Nao,Nao,Nao,Oeste,2100.0,2008
1530,135,3,3,2,3,Nao,Nao,Nao,Nao,Oeste,3900.0,2017
500,67,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1300.0,2002
760,65,3,2,1,1,Nao,Nao,Sim,Nao,Oeste,1100.0,1999
450,47,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1200.0,2005
400,70,2,2,1,1,Nao,Nao,Sim,Nao,Oeste,1800.0,2011
500,66,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,2200.0,2009
446,58,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1100.0,2002
834,70,3,2,1,1,Nao,Nao,Sim,Nao,Oeste,1600.0,2005
830,62,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,1851.0,2005
190,50,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1500.0,2001
350,60,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1700.0,2009
637,70,3,2,1,1,Nao,Sim,Sim,Nao,Oeste,2750.0,2014
692,54,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1100.0,1998
900,104,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,1800.0,2008
680,65,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1600.0,2006
1560,186,3,4,3,3,Nao,Nao,Sim,Nao,Oeste,6000.0,2022
370,65,2,1,0,1,Nao,Sim,Nao,Nao,Oeste,1030.0,1998
666,85,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1447.0,2007
780,70,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1140.0,2000
900,136,4,2,1,2,Nao,Nao,Sim,Nao,Oeste,3500.0,2012
650,59,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1350.0,2004
680,65,2,2,1,1,Nao,Nao,Sim,Nao,Oeste,1600.0,2004
450,55,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1300.0,2004
590,70,3,2,1,1,Nao,Nao,Sim,Nao,Oeste,2200.0,2012
450,52,2,1,0,2,Nao,Nao,Nao,Nao,Oeste,1000.0,1998
400,55,2,1,0,1,Nao,Sim,Nao,Nao,Oeste,1800.0,2007
692,78,2,2,1,1,Nao,Nao,Sim,Nao,Oeste,2000.0,2009
471,58,3,2,1,1,Nao,Nao,Nao,Nao,Oeste,2000.0,2011
506,64,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1500.0,2004
700,78,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,2100.0,2008
1200,60,2,2,1,1,Nao,Nao,Sim,Nao,Oeste,1200.0,2001
462,60,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1500.0,2006
650,82,3,3,2,2,Nao,Nao,Sim,Nao,Oeste,4200.0,2019
452,55,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1100.0,1999
550,55,2,1,0,1,Nao,Sim,Sim,Nao,Oeste,1750.0,2006
1400,200,3,4,3,3,Nao,Nao,Sim,Nao,Oeste,4000.0,2015
422,59,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1200.0,2001
800,65,2,2,1,1,Nao,Sim,Sim,Nao,Oeste,1600.0,2004
435,65,2,1,0,1,Sim,Nao,Nao,Nao,Oeste,1300.0,2005
485,62,2,1,0,1,Sim,Nao,Nao,Nao,Oeste,1300.0,2002
750,77,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,2300.0,2012
560,57,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1500.0,2007
692,78,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,2100.0,2011
440,60,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1300.0,2005
350,53,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,2100.0,2008
436,65,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1500.0,2005
1550,98,3,2,1,3,Nao,Sim,Sim,Nao,Oeste,6500.0,2019
780,78,2,2,1,2,Sim,Nao,Nao,Nao,Oeste,2450.0,2012
0,120,3,1,0,1,Sim,Nao,Nao,Nao,Oeste,1800.0,2008
430,68,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1700.0,2005
0,120,3,1,0,1,Sim,Nao,Nao,Nao,Oeste,1800.0,2007
692,78,2,2,1,2,Nao,Nao,Nao,Nao,Oeste,2100.0,2011
0,55,2,1,0,1,Nao,Sim,Nao,Nao,Oeste,2000.0,2009
539,60,3,2,1,1,Nao,Nao,Sim,Nao,Oeste,1800.0,2010
80,70,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1500.0,2006
1,73,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,3200.0,2015
390,51,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1200.0,2000
475,53,2,1,0,2,Nao,Nao,Sim,Nao,Oeste,1800.0,2007
550,55,2,1,0,1,Nao,Sim,Sim,Nao,Oeste,1750.0,2004
520,60,3,2,1,1,Nao,Nao,Sim,Nao,Oeste,1800.0,2004
597,78,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,2100.0,2011
700,80,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,2200.0,2011
436,55,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1500.0,2003
520,78,3,2,1,1,Nao,Nao,Sim,Nao,Oeste,2200.0,2013
692,78,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,2100.0,2012
700,94,3,2,1,1,Nao,Nao,Sim,Nao,Oeste,1900.0,2008
580,54,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1100.0,1998
501,70,3,1,0,1,Nao,Nao,Nao,Nao,Oeste,1400.0,2005
650,82,2,3,2,2,Sim,Nao,Sim,Nao,Oeste,1900.0,2010
550,78,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,2450.0,2011
1300,186,3,4,3,3,Nao,Nao,Sim,Nao,Oeste,5500.0,2021
544,65,2,2,1,1,Nao,Nao,Nao,Nao,Oeste,2300.0,2012
367,51,2,1,0,2,Nao,Nao,Sim,Nao,Oeste,1600.0,2003
750,70,2,2,1,2,Sim,Nao,Nao,Nao,Oeste,2800.0,2010
410,70,3,1,0,1,Nao,Nao,Nao,Nao,Oeste,2000.0,2011
105,65,2,1,0,0,Nao,Nao,Nao,Nao,Oeste,1700.0,2005
1750,155,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,5500.0,2021
1180,107,3,3,1,1,Nao,Nao,Nao,Nao,Oeste,2000.0,2011
900,94,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,3700.0,2017
100,52,2,1,0,0,Nao,Nao,Nao,Nao,Oeste,1700.0,2006
540,56,2,1,0,1,Sim,Nao,Sim,Nao,Oeste,2200.0,2013
500,65,2,2,1,2,Nao,Sim,Sim,Nao,Oeste,2500.0,2011
1380,107,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,3700.0,2015
1000,101,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,4200.0,2016
440,62,2,2,1,1,Nao,Sim,Sim,Nao,Oeste,2000.0,2007
1050,70,3,1,0,2,Nao,Nao,Nao,Nao,Oeste,2200.0,2011
880,101,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,4200.0,2016
800,94,1,1,0,2,Nao,Sim,Sim,Nao,Oeste,3800.0,2014
1463,123,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,5000.0,2016
1100,154,3,3,1,2,Nao,Nao,Sim,Nao,Oeste,4000.0,2018
500,65,2,2,1,2,Nao,Nao,Nao,Nao,Oeste,2500.0,2014
1043,134,3,2,1,2,Sim,Nao,Nao,Nao,Oeste,2000.0,2012
1100,127,2,3,2,2,Nao,Sim,Sim,Nao,Oeste,8000.0,2021
812,55,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,2000.0,2010
320,52,2,1,0,1,Nao,Sim,Nao,Nao,Oeste,1600.0,2006
2700,167,3,2,1,3,Nao,Nao,Sim,Nao,Oeste,2750.0,2012
520,49,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,1700.0,2010
750,92,3,2,0,1,Nao,Nao,Nao,Nao,Oeste,3000.0,2014
200,53,2,2,1,0,Nao,Nao,Nao,Nao,Oeste,1700.0,2006
760,86,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,3500.0,2012
900,130,3,2,1,2,Nao,Sim,Sim,Nao,Oeste,3500.0,2015
850,64,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,2600.0,2015
380,62,3,2,1,1,Nao,Nao,Nao,Nao,Oeste,2500.0,2013
480,53,2,1,0,1,Sim,Nao,Sim,Nao,Oeste,2000.0,2008
3700,200,3,3,2,3,Nao,Nao,Nao,Nao,Oeste,3500.0,2016
790,100,2,2,1,2,Nao,Nao,Sim,Nao,Oeste,4000.0,2020
2291,170,3,3,2,0,Nao,Nao,Sim,Nao,Oeste,7450.0,2019
788,75,3,1,0,1,Nao,Nao,Nao,Nao,Oeste,1700.0,2006
142,60,1,1,0,0,Nao,Nao,Nao,Nao,Oeste,1500.0,2005
746,65,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1300.0,2001
1400,138,2,3,2,2,Nao,Nao,Sim,Nao,Oeste,3600.0,2017
500,65,2,2,1,2,Sim,Sim,Sim,Nao,Oeste,2500.0,2009
683,65,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1500.0,2003
580,85,3,2,1,1,Nao,Sim,Sim,Nao,Oeste,3000.0,2014
659,42,1,1,0,1,Nao,Nao,Nao,Nao,Oeste,1600.0,2004
409,80,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,1500.0,2006
988,93,2,1,0,1,Nao,Nao,Nao,Nao,Oeste,2500.0,2009
0,43,2,1,0,1,Nao,Nao,Sim,Nao,Oeste,2000.0,2007
1450,103,2,2,0,1,Nao,Nao,Nao,Nao,Oeste,2500.0,2011
1277,122,3,2,1,2,Nao,Nao,Sim,Nao,Oeste,2000.0,2010
770,100,2,2,1,2,Nao,Sim,Sim,Nao,Oeste,4000.0,2020
1463,123,3,2,1,2,Nao,Nao,Nao,Nao,Oeste,5000.0,2020
1519,174,3,3,2,3,Nao,Nao,Sim,Nao,Oeste,5900.0,2020
142,60,1,1,0,0,Nao,Nao,Nao,Nao,Oeste,1500.0,2005
1750,176,3,4,3,3,Nao,Nao,Sim,Nao,Oeste,4500.0,2015
300,48,1,1,0,1,Nao,Nao,Sim,Nao,Oeste,2200.0,2011
1251,103,2,2,0,1,Nao,Nao,Nao,Nao,Oeste,2000.0,2009
320,52,2,2,1,1,Nao,Sim,Sim,Nao,Oeste,1850.0,2010
440,62,2,2,1,1,Nao,Sim,Sim,Nao,Oeste,2000.0,2008
1355,123,3,2,1,3,Nao,Nao,Sim,Nao,Oeste,3500.0,2018
540,50,1,2,1,1,Nao,Sim,Nao,Nao,Oeste,1800.0,2006
