Ano,Potencia_motor,Cilindros_motor,Consumo_estrada_km,Valor
2017,385.0,8.0,35.40548,52835
2016,255.0,6.0,48.2802,57700
2003,175.0,6.0,43.45218,22940
2017,310.0,8.0,28.96812,34880
2009,260.0,4.0,43.45218,42000
1991,143.0,6.0,32.1868,2000
2007,203.0,6.0,35.40548,31055
2016,420.0,8.0,37.01482,65350
2013,200.0,4.0,51.49888,29300
2013,332.0,8.0,37.01482,64805
2015,155.0,4.0,64.3736,21145
2015,177.0,4.0,61.15492,23275
1991,150.0,6.0,28.96812,2000
2015,240.0,4.0,48.2802,48300
2016,285.0,6.0,35.40548,31035
2007,240.0,6.0,37.01482,28000
2017,381.0,8.0,28.96812,35420
2015,355.0,8.0,37.01482,49965
2015,300.0,6.0,41.84284,45500
2016,182.0,4.0,46.67086,28550
2005,140.0,4.0,53.10822,14610
2014,556.0,8.0,30.57746,63600
2015,170.0,4.0,57.93624,20395
1993,172.0,6.0,32.1868,2000
2015,138.0,4.0,54.71756,25030
2005,280.0,8.0,35.40548,39415
2012,265.0,6.0,40.2335,29089
1992,160.0,6.0,35.40548,2000
2010,320.0,8.0,38.62416,56345
1998,300.0,8.0,33.79614,3542
2004,132.0,4.0,46.67086,14315
1993,165.0,6.0,35.40548,2000
2009,207.0,6.0,33.79614,21675
2011,390.0,8.0,32.1868,57600
2017,270.0,6.0,51.49888,27990
2005,185.0,6.0,33.79614,24099
2014,270.0,6.0,37.01482,41365
2015,275.0,6.0,30.57746,40830
2015,415.0,8.0,45.06152,70850
2016,460.0,8.0,46.67086,70145
2017,252.0,4.0,569.70636,51600
2015,305.0,6.0,41.84284,28630
2016,282.0,6.0,37.01482,38215
2011,239.0,8.0,38.62416,52895
2016,265.0,6.0,43.45218,42600
1990,160.0,6.0,30.57746,2000
2007,150.0,5.0,45.06152,18185
2015,306.0,6.0,41.84284,50850
2016,170.0,4.0,57.93624,23650
1995,136.0,4.0,38.62416,2000
2007,310.0,8.0,27.35878,33785
2014,348.0,6.0,38.62416,33400
2017,78.0,3.0,64.3736,13995
2017,252.0,4.0,41.84284,44960
2007,162.0,4.0,41.84284,16395
2016,109.0,4.0,64.3736,17980
1998,230.0,8.0,27.35878,3034
2008,250.0,6.0,37.01482,23995
2015,260.0,6.0,41.84284,43250
2008,306.0,6.0,38.62416,36280
2006,300.0,8.0,28.96812,33330
2010,227.0,5.0,43.45218,31350
1990,105.0,4.0,40.2335,2000
1993,92.0,4.0,51.49888,2000
2009,221.0,6.0,41.84284,24080
1993,63.0,4.0,61.15492,2000
1999,160.0,6.0,30.57746,3696
2007,291.0,6.0,32.1868,25045
2017,261.0,6.0,37.01482,32510
2016,150.0,4.0,62.76426,18675
2010,210.0,6.0,28.96812,27880
1993,113.0,4.0,41.84284,2000
2008,240.0,6.0,37.01482,21540
2015,420.0,8.0,35.40548,72970
2017,201.0,4.0,46.67086,25890
2016,201.0,4.0,57.93624,27900
2017,245.0,4.0,43.45218,30945
2016,280.0,6.0,43.45218,30145
2015,355.0,8.0,37.01482,51505
2015,285.0,6.0,35.40548,42310
2011,257.0,4.0,41.84284,70750
2005,235.0,8.0,25.74944,65225
2017,120.0,4.0,56.3269,15660
2009,320.0,8.0,38.62416,56345
2012,300.0,6.0,38.62416,48200
2011,150.0,4.0,48.2802,16599
2017,200.0,4.0,61.15492,26790
2017,355.0,8.0,35.40548,47990
2007,295.0,8.0,27.35878,33755
2016,220.0,4.0,54.71756,29520
2015,330.0,6.0,41.84284,51350
2017,385.0,8.0,33.79614,44540
1992,158.0,6.0,37.01482,2000
2017,240.0,4.0,45.06152,39485
2016,385.0,8.0,33.79614,53475
2003,140.0,4.0,48.2802,14230
2016,160.0,4.0,54.71756,26695
2016,220.0,4.0,45.06152,42700
2017,276.0,6.0,40.2335,36900
2014,265.0,4.0,40.2335,25995
2016,200.0,4.0,48.2802,29510
2016,240.0,4.0,54.71756,43850
2013,148.0,4.0,48.2802,21995
2012,160.0,4.0,48.2802,24299
2017,296.0,6.0,43.45218,42145
1994,160.0,6.0,30.57746,2000
2016,241.0,4.0,54.71756,38950
2013,210.0,4.0,51.49888,27520
1995,260.0,8.0,37.01482,2000
2015,355.0,8.0,37.01482,56225
2007,210.0,6.0,43.45218,26905
2002,250.0,6.0,38.62416,28415
1996,106.0,4.0,56.3269,2000
1997,218.0,6.0,37.01482,3941
2015,84.0,4.0,62.76426,16535
2017,310.0,4.0,43.45218,35145
2012,220.0,4.0,48.2802,34975
2016,184.0,4.0,48.2802,26465
2016,175.0,4.0,57.93624,27145
2016,174.0,4.0,67.59228,24700
2006,201.0,6.0,45.06152,20165
2006,200.0,6.0,45.06152,21330
2005,205.0,6.0,43.45218,26725
1991,90.0,4.0,28.96812,2000
2016,98.0,4.0,65.98294,16185
2015,350.0,6.0,41.84284,45490
2003,250.0,6.0,32.1868,41000
2011,261.0,6.0,30.57746,25979
2014,308.0,6.0,38.62416,37505
1998,185.0,4.0,40.2335,2000
2016,138.0,4.0,48.2802,29800
2000,158.0,6.0,37.01482,2169
1992,180.0,6.0,25.74944,2000
2002,155.0,6.0,30.57746,20835
2014,167.0,4.0,45.06152,23720
2015,290.0,6.0,40.2335,30150
2016,279.0,6.0,46.67086,35370
2015,381.0,8.0,27.35878,33060
1995,222.0,6.0,35.40548,2774
2013,320.0,6.0,40.2335,48250
2015,180.0,4.0,57.93624,32950
2015,306.0,6.0,43.45218,47640
2005,140.0,4.0,53.10822,16290
2002,190.0,6.0,32.1868,20984
2017,320.0,6.0,48.2802,49650
2017,310.0,6.0,40.2335,43750
2016,254.0,6.0,46.67086,66450
2004,185.0,6.0,32.1868,25499
2017,166.0,4.0,46.67086,26495
2002,127.0,4.0,37.01482,19199
2016,168.0,4.0,45.06152,21295
2010,302.0,6.0,43.45218,50385
2016,170.0,4.0,57.93624,27425
2016,290.0,6.0,43.45218,47440
2017,241.0,4.0,45.06152,39150
2016,210.0,4.0,49.88954,30890
2016,292.0,6.0,49.88954,27995
2015,282.0,6.0,40.2335,31320
2015,137.0,4.0,59.54558,16195
2016,131.0,4.0,41.84284,21955
1996,161.0,4.0,30.57746,2196
2017,310.0,6.0,40.2335,41750
2015,182.0,4.0,51.49888,28060
2015,580.0,8.0,30.57746,60705
2016,445.0,8.0,33.79614,71500
2005,232.0,6.0,38.62416,36360
2002,190.0,6.0,32.1868,23539
2014,268.0,6.0,40.2335,35080
2016,184.0,4.0,48.2802,24895
1997,150.0,4.0,46.67086,2000
2015,170.0,4.0,51.49888,27995
2017,400.0,6.0,41.84284,50700
2012,420.0,8.0,38.62416,59200
2017,292.0,4.0,43.45218,52500
2016,210.0,4.0,49.88954,31570
2017,109.0,4.0,62.76426,18710
2017,240.0,4.0,40.2335,42195
2016,138.0,4.0,49.88954,24145
2015,278.0,6.0,48.2802,31190
2016,155.0,4.0,65.98294,17845
2005,155.0,4.0,41.84284,17849
2016,150.0,4.0,69.20162,33200
2015,285.0,6.0,35.40548,36825
2009,150.0,4.0,41.84284,18000
1993,74.0,4.0,59.54558,2000
2015,175.0,4.0,53.10822,27295
2006,203.0,6.0,40.2335,25105
1998,305.0,8.0,38.62416,4059
2009,300.0,8.0,33.79614,36535
2001,125.0,4.0,40.2335,20935
1994,150.0,6.0,32.1868,2188
2015,306.0,6.0,41.84284,42300
1993,141.0,6.0,41.84284,2000
2015,170.0,4.0,53.10822,20695
2009,210.0,4.0,46.67086,31790
2016,184.0,4.0,56.3269,24395
2017,241.0,4.0,54.71756,39500
2006,291.0,6.0,30.57746,25880
2016,201.0,4.0,53.10822,23800
2016,240.0,4.0,56.3269,34850
2015,138.0,4.0,53.10822,27950
2015,260.0,6.0,43.45218,36210
2016,365.0,6.0,32.1868,63375
2014,455.0,8.0,46.67086,57000
2010,225.0,6.0,33.79614,27999
2016,137.0,4.0,61.15492,14745
2016,169.0,4.0,46.67086,22675
1995,116.0,4.0,40.2335,2000
2015,425.0,6.0,41.84284,64200
2016,169.0,4.0,45.06152,25300
2008,306.0,6.0,40.2335,30210
2016,283.0,6.0,40.2335,38445
2016,304.0,6.0,41.84284,40675
2006,330.0,6.0,35.40548,49470
2003,225.0,8.0,24.1401,21580
2017,365.0,6.0,40.2335,59600
1992,230.0,8.0,24.1401,2000
2014,268.0,6.0,41.84284,38120
2016,365.0,6.0,32.1868,62295
2015,181.0,4.0,41.84284,33560
2016,280.0,6.0,41.84284,31945
2015,155.0,4.0,49.88954,24195
2015,270.0,6.0,51.49888,31950
2012,318.0,6.0,43.45218,48150
2008,345.0,8.0,27.35878,36980
2015,175.0,4.0,53.10822,24895
2015,201.0,4.0,51.49888,43950
2014,225.0,8.0,25.74944,30060
2002,150.0,4.0,37.01482,19155
2006,155.0,4.0,49.88954,21475
2005,203.0,6.0,41.84284,24165
2015,169.0,4.0,46.67086,23330
2015,290.0,6.0,40.2335,39900
1999,200.0,4.0,38.62416,3065
2002,215.0,6.0,43.45218,28070
2015,255.0,6.0,59.54558,59400
2017,355.0,8.0,37.01482,60015
2017,181.0,4.0,46.67086,22990
2015,282.0,6.0,40.2335,34205
2005,155.0,6.0,40.2335,20549
2008,210.0,6.0,30.57746,30015
2017,169.0,4.0,43.45218,23900
2016,355.0,8.0,37.01482,44010
2016,295.0,6.0,43.45218,41295
2006,210.0,4.0,33.79614,25595
2015,164.0,4.0,49.88954,20790
2015,302.0,6.0,43.45218,46050
2016,200.0,4.0,41.84284,28700
2017,288.0,6.0,43.45218,29775
2008,285.0,6.0,32.1868,27980
2013,200.0,4.0,53.10822,28200
2015,210.0,4.0,48.2802,29215
2017,283.0,6.0,38.62416,28395
2017,120.0,4.0,56.3269,14430
2011,210.0,6.0,38.62416,51740
2006,193.0,6.0,35.40548,23655
2015,280.0,6.0,45.06152,35995
2015,138.0,4.0,59.54558,15290
2016,302.0,6.0,46.67086,59200
2016,184.0,4.0,57.93624,27570
2017,200.0,4.0,43.45218,37065
1993,90.0,4.0,41.84284,2000
2015,325.0,6.0,41.84284,48550
2015,300.0,6.0,48.2802,48250
2017,325.0,6.0,41.84284,42725
2004,175.0,6.0,43.45218,22280
2017,260.0,6.0,45.06152,40780
2003,175.0,6.0,24.1401,20035
2008,150.0,5.0,45.06152,23240
2017,284.0,6.0,41.84284,43760
2003,300.0,8.0,40.2335,51650
2016,335.0,6.0,45.06152,43340
2016,148.0,4.0,53.10822,21095
1994,222.0,6.0,35.40548,2488
1996,222.0,5.0,38.62416,2000
2009,138.0,4.0,48.2802,13550
2016,185.0,4.0,49.88954,33395
2016,250.0,5.0,41.84284,38600
2003,174.0,6.0,30.57746,24975
2011,180.0,4.0,49.88954,21049
2009,242.0,5.0,28.96812,33390
2016,132.0,4.0,59.54558,21665
2015,290.0,6.0,45.06152,42565
2015,134.0,4.0,64.3736,30935
2001,315.0,6.0,37.01482,44990
2001,253.0,6.0,33.79614,44625
1997,93.0,4.0,56.3269,2041
2013,200.0,4.0,49.88954,30995
2016,293.0,6.0,45.06152,32990
2014,210.0,4.0,49.88954,30695
2015,188.0,4.0,59.54558,27170
2003,120.0,4.0,37.01482,17570
2001,205.0,6.0,32.1868,26800
2003,140.0,4.0,48.2802,18085
2017,285.0,6.0,38.62416,30000
2016,354.0,6.0,38.62416,60800
2014,74.0,3.0,70.81096,13995
2016,176.0,4.0,46.67086,30665
2017,106.0,4.0,56.3269,16000
2015,317.0,8.0,28.96812,32060
2015,328.0,6.0,43.45218,45450
2017,268.0,6.0,48.2802,35000
2007,215.0,6.0,37.01482,38955
2016,159.0,4.0,35.40548,28820
2016,200.0,4.0,49.88954,32670
2004,275.0,6.0,30.57746,35870
2015,455.0,8.0,46.67086,63160
1995,200.0,6.0,35.40548,2356
2013,305.0,4.0,37.01482,36295
2015,210.0,4.0,53.10822,29485
2005,185.0,6.0,32.1868,23299
2003,150.0,4.0,40.2335,20960
2015,272.0,4.0,45.06152,62070
2015,300.0,6.0,48.2802,47250
2016,252.0,4.0,51.49888,52100
2015,325.0,6.0,45.06152,45400
2015,250.0,6.0,40.2335,40020
2010,207.0,4.0,43.45218,38115
2016,138.0,4.0,54.71756,20095
2013,200.0,4.0,49.88954,28195
2015,265.0,4.0,49.88954,51700
2016,146.0,4.0,51.49888,26240
1992,94.0,4.0,46.67086,2000
2011,166.0,4.0,37.01482,24949
2011,207.0,6.0,33.79614,23495
2017,285.0,6.0,38.62416,32230
2011,300.0,6.0,38.62416,51350
2009,173.0,4.0,48.2802,25920
1997,210.0,6.0,35.40548,2000
2017,275.0,4.0,48.2802,30405
2012,261.0,6.0,32.1868,25699
2015,185.0,4.0,56.3269,26300
2015,184.0,4.0,51.49888,24965
2017,292.0,6.0,43.45218,30245
2015,315.0,6.0,46.67086,74000
2016,260.0,6.0,45.06152,32800
1993,345.0,8.0,27.35878,6294
2012,220.0,4.0,53.10822,39490
2009,210.0,6.0,33.79614,23900
1997,63.0,4.0,61.15492,2000
2017,316.0,4.0,49.88954,52950
2008,310.0,8.0,27.35878,34865
2003,174.0,6.0,30.57746,26370
2009,207.0,6.0,30.57746,23575
2016,281.0,6.0,35.40548,36505
2005,203.0,6.0,40.2335,25040
2016,385.0,8.0,33.79614,42425
2017,138.0,4.0,53.10822,29065
2017,296.0,6.0,38.62416,38520
1998,255.0,8.0,28.96812,3360
1994,110.0,4.0,51.49888,2000
2016,185.0,4.0,56.3269,26850
2015,278.0,6.0,54.71756,30495
2006,250.0,6.0,33.79614,30695
2007,295.0,8.0,30.57746,29355
1990,90.0,4.0,28.96812,2000
2015,365.0,6.0,40.2335,45840
2015,235.0,4.0,45.06152,34480
2015,355.0,8.0,35.40548,54505
2014,556.0,8.0,30.57746,63600
2015,270.0,6.0,40.2335,33290
2008,306.0,6.0,37.01482,37280
2011,332.0,8.0,37.01482,45055
2014,455.0,8.0,46.67086,62000
2017,153.0,4.0,61.15492,21920
2015,280.0,6.0,37.01482,44705
2015,240.0,4.0,54.71756,48950
2004,302.0,8.0,25.74944,43240
2004,190.0,6.0,27.35878,27230
2015,200.0,4.0,51.49888,32995
2017,320.0,6.0,46.67086,57300
2007,382.0,8.0,35.40548,62900
2015,164.0,4.0,46.67086,21650
1996,280.0,8.0,38.62416,2000
2015,402.0,8.0,41.84284,59400
2017,320.0,6.0,49.88954,50300
2017,176.0,4.0,45.06152,33230
2016,302.0,6.0,38.62416,51100
1990,110.0,4.0,48.2802,2000
2017,240.0,4.0,45.06152,57700
2003,250.0,6.0,40.2335,28805
2016,182.0,4.0,51.49888,29740
2015,355.0,8.0,35.40548,46810
2014,348.0,6.0,40.2335,32150
1991,208.0,4.0,38.62416,3047
2016,178.0,4.0,51.49888,25790
2016,200.0,4.0,49.88954,35755
2009,390.0,8.0,25.74944,49105
2010,138.0,4.0,49.88954,18995
2012,320.0,8.0,33.79614,40195
1993,160.0,6.0,33.79614,2000
1994,170.0,6.0,40.2335,2000
2016,200.0,4.0,61.15492,30140
2014,276.0,6.0,41.84284,68750
2015,106.0,4.0,57.93624,15570
2001,122.0,4.0,48.2802,15799
1990,188.0,4.0,32.1868,2000
2015,201.0,4.0,46.67086,20590
2017,220.0,4.0,54.71756,27995
2015,200.0,4.0,43.45218,25205
1990,160.0,6.0,30.57746,2000
2014,179.0,4.0,49.88954,22440
2007,260.0,6.0,41.84284,24735
2017,241.0,4.0,45.06152,41150
2014,300.0,6.0,40.2335,43950
2008,127.0,4.0,43.45218,16989
1994,170.0,6.0,40.2335,2000
2010,150.0,5.0,45.06152,18690
2012,220.0,4.0,48.2802,37115
2010,166.0,4.0,40.2335,24320
2016,150.0,4.0,62.76426,17680
2015,148.0,4.0,51.49888,22795
2007,195.0,6.0,32.1868,21465
1994,170.0,4.0,43.45218,2000
2005,175.0,6.0,43.45218,22040
2015,245.0,4.0,49.88954,33525
2017,200.0,4.0,38.62416,24995
2015,185.0,4.0,56.3269,26525
2015,200.0,4.0,49.88954,34095
2017,170.0,4.0,51.49888,26590
2016,220.0,4.0,51.49888,37000
2015,288.0,6.0,46.67086,27055
2012,244.0,4.0,33.79614,33540
2001,122.0,4.0,48.2802,15199
1991,150.0,8.0,35.40548,2000
2016,170.0,4.0,56.3269,29385
2016,170.0,4.0,61.15492,23975
2011,150.0,4.0,48.2802,18249
2017,241.0,4.0,49.88954,41850
2016,365.0,6.0,37.01482,62310
2011,300.0,6.0,37.01482,56570
1999,119.0,4.0,38.62416,2211
2016,381.0,8.0,27.35878,45560
1990,138.0,4.0,41.84284,2000
2007,195.0,6.0,33.79614,20750
2007,274.0,4.0,37.01482,29925
1995,181.0,6.0,37.01482,2000
2011,171.0,4.0,45.06152,22595
2009,138.0,4.0,51.49888,17695
2015,250.0,6.0,38.62416,33720
2015,250.0,6.0,38.62416,34720
1999,190.0,6.0,30.57746,2554
2004,190.0,6.0,30.57746,24195
2016,381.0,8.0,28.96812,29950
2015,220.0,4.0,54.71756,26280
2016,270.0,6.0,51.49888,27390
2012,180.0,4.0,48.2802,22349
2015,201.0,4.0,53.10822,22600
2009,240.0,6.0,41.84284,24200
2016,99.0,4.0,74.02964,21355
2015,184.0,4.0,64.3736,29895
2015,260.0,6.0,45.06152,36950
2010,275.0,8.0,37.01482,51525
1993,114.0,4.0,40.2335,2000
2015,130.0,4.0,62.76426,24140
2000,190.0,6.0,32.1868,2590
2004,275.0,8.0,38.62416,45975
2004,108.0,4.0,54.71756,13280
2011,158.0,4.0,46.67086,20755
2012,325.0,6.0,38.62416,51300
2016,248.0,6.0,45.06152,42305
2015,402.0,8.0,41.84284,73200
2017,185.0,4.0,57.93624,28820
2016,305.0,6.0,48.2802,26995
2015,240.0,6.0,49.88954,47500
2007,306.0,6.0,40.2335,36100
2002,188.0,8.0,25.74944,37150
1994,260.0,8.0,37.01482,2000
2016,355.0,8.0,35.40548,51315
2017,260.0,6.0,45.06152,34400
2016,168.0,4.0,45.06152,25995
2017,256.0,6.0,43.45218,34995
2003,120.0,4.0,37.01482,16220
1992,113.0,4.0,41.84284,2000
2004,340.0,8.0,35.40548,52400
2016,160.0,4.0,54.71756,20000
2010,143.0,4.0,43.45218,20580
2015,275.0,6.0,30.57746,39080
2015,260.0,6.0,43.45218,29510
2007,285.0,8.0,28.96812,26685
1996,199.0,8.0,25.74944,2774
2002,200.0,6.0,33.79614,28900
2012,283.0,6.0,40.2335,32010
2003,108.0,4.0,61.15492,10775
2017,150.0,4.0,61.15492,18995
2001,205.0,6.0,32.1868,24150
1990,140.0,6.0,32.1868,2000
2017,450.0,8.0,43.45218,70900
1990,140.0,6.0,43.45218,2000
2017,259.0,4.0,43.45218,34040
2015,185.0,4.0,57.93624,22905
2015,150.0,4.0,72.4203,25895
2015,134.0,4.0,77.24832,26985
2007,345.0,8.0,25.74944,39125
2017,124.0,4.0,59.54558,21500
2017,170.0,4.0,51.49888,23595
2016,360.0,6.0,49.88954,49050
2004,180.0,4.0,45.06152,22935
2014,170.0,4.0,45.06152,20150
2016,259.0,4.0,48.2802,34065
2016,138.0,4.0,59.54558,17755
2015,248.0,6.0,45.06152,32275
1997,185.0,4.0,40.2335,2000
2012,173.0,4.0,49.88954,21495
2015,200.0,4.0,62.76426,41700
2017,182.0,4.0,69.20162,27875
2007,295.0,8.0,30.57746,27730
2014,240.0,6.0,45.06152,64900
2000,160.0,6.0,30.57746,3928
2017,435.0,8.0,40.2335,36645
2017,245.0,4.0,46.67086,28950
2015,176.0,4.0,49.88954,28450
2002,310.0,8.0,37.01482,25995
2017,138.0,4.0,48.2802,25865
2008,150.0,4.0,41.84284,15970
2017,241.0,4.0,51.49888,46310
2007,295.0,8.0,30.57746,30930
1994,140.0,6.0,41.84284,2000
2014,170.0,5.0,48.2802,26685
1996,150.0,4.0,41.84284,2000
2016,280.0,6.0,41.84284,46570
2016,310.0,6.0,30.57746,43995
2007,291.0,6.0,32.1868,32960
2006,203.0,6.0,40.2335,28530
2007,195.0,6.0,30.57746,23575
2007,252.0,6.0,35.40548,30149
2012,98.0,4.0,70.81096,23690
2000,190.0,6.0,28.96812,2655
2016,290.0,6.0,40.2335,30400
2015,300.0,6.0,48.2802,30535
2016,250.0,5.0,45.06152,43700
2017,281.0,6.0,35.40548,36650
2016,200.0,4.0,41.84284,20100
2015,169.0,4.0,45.06152,26710
2016,180.0,4.0,49.88954,25135
2016,335.0,6.0,48.2802,62685
2017,288.0,6.0,35.40548,47625
2015,261.0,6.0,33.79614,28560
2017,185.0,4.0,51.49888,24025
2004,194.0,6.0,38.62416,25599
2016,283.0,6.0,38.62416,26595
2007,300.0,8.0,25.74944,41225
2015,332.0,6.0,40.2335,41820
2000,119.0,4.0,38.62416,2350
2013,210.0,4.0,51.49888,27520
2016,200.0,4.0,54.71756,28495
2011,297.0,6.0,38.62416,35200
2008,250.0,6.0,38.62416,27225
2011,162.0,4.0,45.06152,19999
1993,236.0,4.0,38.62416,4651
1994,200.0,8.0,25.74944,2000
2016,455.0,8.0,40.2335,41300
2016,360.0,8.0,35.40548,44595
2004,194.0,6.0,38.62416,23999
2013,265.0,6.0,35.40548,44540
2017,279.0,6.0,45.06152,40570
2001,240.0,6.0,27.35878,35550
2015,250.0,4.0,45.06152,33095
2015,182.0,4.0,51.49888,31920
2015,287.0,6.0,37.01482,39650
2011,260.0,6.0,33.79614,28995
1997,140.0,4.0,46.67086,2000
2003,240.0,6.0,40.2335,34020
2007,155.0,4.0,45.06152,14299
2007,150.0,5.0,45.06152,14990
2016,355.0,8.0,35.40548,45640
2016,132.0,4.0,61.15492,19135
1996,185.0,4.0,41.84284,2000
1995,193.0,6.0,35.40548,2000
2015,285.0,8.0,27.35878,32875
2017,159.0,4.0,35.40548,27195
2015,132.0,4.0,61.15492,18965
2015,134.0,4.0,77.24832,25765
2015,556.0,8.0,30.57746,69900
2017,152.0,4.0,61.15492,18395
2016,200.0,4.0,43.45218,33065
2014,164.0,4.0,49.88954,20500
2000,170.0,6.0,40.2335,4755
2008,173.0,4.0,48.2802,26600
2013,250.0,6.0,33.79614,30195
2006,300.0,8.0,25.74944,33115
2005,275.0,6.0,30.57746,35610
2014,157.0,4.0,45.06152,20140
2014,343.0,6.0,41.84284,62100
2015,261.0,6.0,33.79614,34010
2013,325.0,6.0,40.2335,47900
2002,122.0,4.0,48.2802,14299
2014,199.0,4.0,62.76426,31995
2017,365.0,6.0,33.79614,43030
2016,268.0,6.0,49.88954,35850
2001,200.0,6.0,35.40548,22185
2017,185.0,4.0,57.93624,24155
2016,300.0,6.0,48.2802,49200
2015,285.0,6.0,35.40548,37380
2000,119.0,4.0,38.62416,2961
2009,177.0,4.0,49.88954,29645
2004,230.0,6.0,38.62416,35275
2001,122.0,4.0,51.49888,14199
2015,200.0,4.0,49.88954,38085
2015,169.0,4.0,45.06152,26710
2003,120.0,4.0,40.2335,14770
2015,328.0,6.0,43.45218,33950
2017,176.0,4.0,45.06152,31385
2016,137.0,4.0,61.15492,16495
2017,138.0,4.0,53.10822,15145
2004,185.0,6.0,33.79614,22599
2015,325.0,6.0,38.62416,49800
2004,190.0,6.0,30.57746,23255
2016,329.0,6.0,35.40548,64600
2016,410.0,6.0,37.01482,72320
2002,122.0,4.0,48.2802,16599
2002,207.0,6.0,28.96812,22630
1994,172.0,6.0,38.62416,2000
2005,155.0,4.0,41.84284,17349
2015,285.0,6.0,38.62416,36390
2015,185.0,4.0,53.10822,30895
1997,180.0,6.0,37.01482,2000
2008,164.0,4.0,51.49888,23640
2016,109.0,4.0,64.3736,16380
2017,278.0,6.0,45.06152,31175
2010,300.0,8.0,25.74944,41705
2006,201.0,6.0,37.01482,24250
2016,200.0,4.0,43.45218,28515
2000,79.0,4.0,61.15492,2000
2015,184.0,4.0,51.49888,27970
1992,177.0,6.0,28.96812,2282
2010,150.0,5.0,46.67086,19790
1992,115.0,4.0,35.40548,2000
2015,250.0,6.0,40.2335,35370
2005,275.0,8.0,35.40548,46045
2016,285.0,8.0,25.74944,37155
1990,150.0,8.0,35.40548,2000
2017,325.0,6.0,41.84284,40065
2017,381.0,8.0,27.35878,57475
2009,325.0,8.0,32.1868,54650
2003,190.0,6.0,27.35878,21970
1998,200.0,6.0,30.57746,3025
2016,98.0,4.0,65.98294,15785
2012,297.0,6.0,38.62416,39500
1996,155.0,6.0,43.45218,2000
2016,261.0,6.0,33.79614,34340
1993,81.0,4.0,48.2802,2000
2016,150.0,4.0,62.76426,20095
2014,300.0,6.0,48.2802,25830
2015,148.0,4.0,54.71756,18195
2010,251.0,6.0,40.2335,42500
2015,175.0,4.0,57.93624,26495
2014,181.0,4.0,41.84284,33260
2015,188.0,4.0,54.71756,24830
2015,290.0,6.0,38.62416,36000
2000,193.0,6.0,38.62416,4976
2017,259.0,4.0,43.45218,31465
2016,185.0,4.0,56.3269,25725
2016,265.0,4.0,49.88954,58395
2015,184.0,4.0,48.2802,29220
2008,237.0,4.0,40.2335,36300
2008,345.0,8.0,30.57746,36230
2017,296.0,6.0,43.45218,39505
1993,165.0,6.0,32.1868,2000
2015,275.0,6.0,30.57746,37570
2013,122.0,4.0,48.2802,16760
2015,281.0,6.0,37.01482,35795
2007,172.0,6.0,37.01482,20495
2017,265.0,4.0,48.2802,58395
1993,165.0,6.0,32.1868,2000
2005,190.0,6.0,32.1868,24430
2017,220.0,4.0,56.3269,37450
2016,182.0,4.0,51.49888,25210
2011,210.0,6.0,35.40548,23235
2014,556.0,8.0,30.57746,63600
2011,400.0,8.0,32.1868,61800
2007,306.0,6.0,40.2335,38070
1990,140.0,8.0,35.40548,2000
2016,287.0,6.0,35.40548,39750
2009,185.0,6.0,38.62416,24820
2003,205.0,6.0,43.45218,34600
2003,200.0,6.0,35.40548,23070
2017,190.0,4.0,59.54558,38700
1996,63.0,4.0,61.15492,2000
2016,285.0,6.0,35.40548,38670
2015,240.0,6.0,49.88954,55000
2016,130.0,4.0,64.3736,18160
2016,275.0,4.0,48.2802,32700
2016,280.0,6.0,37.01482,59745
2016,365.0,6.0,33.79614,48145
2017,290.0,6.0,38.62416,32550
2012,332.0,8.0,37.01482,42840
2014,268.0,6.0,40.2335,31220
2015,240.0,6.0,45.06152,59900
1990,93.0,4.0,49.88954,2000
2007,127.0,4.0,45.06152,14099
2015,130.0,4.0,61.15492,19925
1993,180.0,6.0,25.74944,2000
2008,173.0,4.0,40.2335,22455
2012,280.0,6.0,46.67086,39435
2015,179.0,4.0,49.88954,20360
2010,210.0,6.0,28.96812,33180
2017,278.0,6.0,38.62416,30485
2015,288.0,6.0,38.62416,47305
2006,250.0,6.0,33.79614,32395
2015,205.0,4.0,49.88954,24390
2017,208.0,4.0,45.06152,44300
2013,268.0,6.0,41.84284,37570
2015,138.0,4.0,59.54558,18290
1998,200.0,6.0,30.57746,3350
2015,328.0,6.0,40.2335,35550
2010,173.0,4.0,48.2802,20120
2014,192.0,4.0,49.88954,27380
1990,160.0,4.0,45.06152,2000
1992,73.0,3.0,53.10822,2000
2002,170.0,6.0,43.45218,21080
2013,305.0,6.0,41.84284,39455
1998,150.0,6.0,32.1868,3033
2003,132.0,4.0,51.49888,13030
2008,275.0,6.0,35.40548,38050
2008,150.0,5.0,46.67086,20990
1991,160.0,4.0,48.2802,2000
2016,335.0,6.0,48.2802,48675
2017,220.0,4.0,48.2802,47000
2014,210.0,4.0,46.67086,34895
2017,147.0,4.0,61.15492,18150
2016,99.0,4.0,74.02964,19560
2015,245.0,4.0,45.06152,30095
2016,381.0,8.0,27.35878,33000
2015,109.0,4.0,64.3736,17530
2015,220.0,4.0,51.49888,35500
2015,354.0,6.0,38.62416,52700
2012,260.0,6.0,33.79614,30245
2017,292.0,4.0,45.06152,42900
2001,225.0,6.0,43.45218,29980
2013,240.0,4.0,38.62416,36400
2015,210.0,4.0,49.88954,30895
2016,282.0,6.0,40.2335,37140
2016,333.0,6.0,41.84284,67350
