Valor,Tamanho,Quartos,Banheiros,Suites,Vagas,Elevador,Mobiliado,Piscina,Novo,Regiao
5500,105,3,3,1,1,Sim,Nao,Nao,Nao,Oeste
10000,210,4,4,2,3,Sim,Sim,Sim,Nao,Oeste
9000,250,4,4,1,2,Nao,Nao,Nao,Nao,Oeste
5000,130,3,3,1,1,Sim,Nao,Sim,Nao,Oeste
2000,92,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
6273,220,3,5,3,3,Nao,Nao,Nao,Nao,Oeste
3700,35,1,2,1,1,Sim,Sim,Sim,Nao,Oeste
3000,82,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
1800,40,1,2,1,1,Sim,Sim,Sim,Nao,Oeste
5000,146,3,3,1,1,Sim,Nao,Nao,Nao,Oeste
3800,45,1,2,1,1,Nao,Sim,Sim,Nao,Oeste
2750,167,3,2,1,1,Sim,Nao,Nao,Nao,Oeste
1850,43,1,2,1,1,Sim,Sim,Nao,Nao,Oeste
3000,90,1,2,1,1,Sim,Nao,Nao,Nao,Oeste
3800,80,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
4200,54,1,2,1,1,Sim,Sim,Sim,Nao,Oeste
4000,120,3,3,1,2,Sim,Nao,Nao,Nao,Oeste
3800,54,2,2,1,1,Nao,Sim,Sim,Nao,Oeste
6500,173,3,4,1,2,Nao,Sim,Nao,Nao,Oeste
4200,54,2,2,1,1,Sim,Sim,Sim,Nao,Oeste
2400,89,2,2,1,1,Sim,Sim,Nao,Nao,Oeste
3301,116,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
8000,225,3,5,3,3,Sim,Nao,Sim,Nao,Oeste
3800,60,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
5800,110,2,2,1,1,Sim,Sim,Nao,Nao,Oeste
5800,110,3,2,1,1,Nao,Nao,Sim,Nao,Oeste
3500,161,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
7000,135,2,4,1,2,Nao,Sim,Nao,Nao,Oeste
8000,178,3,5,3,3,Sim,Nao,Sim,Nao,Oeste
3200,52,2,2,1,1,Sim,Sim,Sim,Nao,Oeste
4200,47,2,2,1,1,Sim,Sim,Sim,Nao,Oeste
3100,280,4,5,2,3,Sim,Nao,Nao,Nao,Oeste
3000,117,2,4,2,2,Nao,Nao,Sim,Nao,Oeste
2700,67,2,2,1,2,Nao,Sim,Sim,Nao,Oeste
4000,150,3,4,3,3,Nao,Nao,Sim,Nao,Oeste
2240,83,2,3,2,1,Sim,Sim,Sim,Nao,Oeste
7000,177,3,5,3,3,Sim,Sim,Sim,Nao,Oeste
3000,393,4,6,4,6,Sim,Nao,Sim,Nao,Oeste
4000,160,3,2,1,4,Sim,Nao,Sim,Nao,Oeste
2000,90,1,2,1,2,Sim,Nao,Nao,Nao,Oeste
2900,210,3,5,3,3,Sim,Nao,Sim,Nao,Oeste
1795,48,2,2,1,1,Nao,Sim,Sim,Nao,Oeste
1700,65,3,2,1,2,Sim,Sim,Sim,Nao,Oeste
8000,373,4,6,4,4,Nao,Nao,Sim,Nao,Oeste
2000,47,1,2,1,1,Sim,Nao,Sim,Nao,Oeste
4000,175,4,4,3,3,Sim,Sim,Sim,Nao,Oeste
1100,62,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
3200,61,2,2,1,2,Sim,Sim,Sim,Nao,Oeste
6000,210,4,5,4,4,Nao,Nao,Sim,Nao,Oeste
2200,200,4,4,2,5,Nao,Nao,Sim,Nao,Oeste
1200,49,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
1500,140,2,3,2,4,Sim,Nao,Sim,Nao,Oeste
1500,52,2,2,1,1,Sim,Sim,Sim,Nao,Oeste
2400,69,2,2,1,2,Nao,Nao,Sim,Nao,Oeste
2000,400,4,5,4,4,Sim,Nao,Sim,Nao,Oeste
1300,50,1,2,1,1,Nao,Nao,Nao,Nao,Oeste
2000,78,1,2,1,2,Sim,Sim,Sim,Nao,Oeste
1500,51,1,2,1,2,Sim,Sim,Sim,Nao,Oeste
2000,58,1,2,1,2,Nao,Sim,Sim,Nao,Oeste
2750,71,2,3,2,2,Sim,Sim,Sim,Nao,Oeste
1200,75,3,2,1,1,Sim,Nao,Nao,Nao,Oeste
1700,51,1,2,1,1,Sim,Sim,Sim,Nao,Oeste
2000,58,1,2,1,1,Sim,Nao,Sim,Nao,Oeste
2200,69,2,2,1,2,Nao,Sim,Sim,Nao,Oeste
2200,130,4,3,1,2,Nao,Nao,Sim,Nao,Oeste
2500,78,2,3,2,2,Nao,Sim,Sim,Nao,Oeste
2000,64,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1300,50,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
2400,84,3,2,1,2,Sim,Nao,Sim,Nao,Oeste
2300,64,2,2,1,1,Sim,Sim,Sim,Nao,Oeste
2350,117,1,2,1,1,Nao,Nao,Nao,Nao,Oeste
2000,65,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
2800,103,4,4,1,2,Sim,Nao,Sim,Nao,Oeste
2400,82,3,2,1,2,Sim,Sim,Sim,Nao,Oeste
1800,100,3,4,1,3,Sim,Nao,Sim,Nao,Oeste
1300,68,3,2,1,1,Sim,Nao,Sim,Nao,Oeste
2300,82,3,2,1,2,Sim,Nao,Sim,Nao,Oeste
10000,200,3,4,3,4,Nao,Sim,Sim,Nao,Oeste
3500,82,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
5000,190,3,5,3,3,Sim,Sim,Sim,Nao,Oeste
2800,75,2,3,2,2,Nao,Nao,Nao,Nao,Oeste
1600,60,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1400,56,2,2,1,2,Nao,Nao,Nao,Nao,Oeste
2100,72,3,2,1,2,Sim,Sim,Sim,Nao,Oeste
4000,102,3,2,1,2,Sim,Nao,Sim,Nao,Oeste
2500,96,3,2,1,1,Nao,Nao,Sim,Nao,Oeste
1000,50,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
4500,153,4,4,2,3,Nao,Nao,Sim,Nao,Oeste
1800,80,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
2000,103,3,2,1,2,Sim,Nao,Sim,Nao,Oeste
2500,84,3,2,1,2,Sim,Nao,Sim,Nao,Oeste
3500,165,4,5,2,2,Nao,Nao,Sim,Nao,Oeste
3000,103,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
3700,165,3,6,3,2,Nao,Nao,Sim,Nao,Oeste
1300,50,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1700,95,3,2,1,3,Sim,Nao,Sim,Nao,Oeste
6000,150,4,5,2,3,Sim,Nao,Sim,Nao,Oeste
1200,64,3,2,1,1,Sim,Nao,Nao,Nao,Oeste
1450,48,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1200,50,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1800,100,3,2,1,3,Sim,Nao,Sim,Nao,Oeste
3200,80,3,2,1,2,Sim,Sim,Sim,Nao,Oeste
6000,150,3,4,2,3,Sim,Nao,Sim,Nao,Oeste
5000,125,3,2,1,2,Nao,Sim,Sim,Nao,Oeste
2600,76,2,2,1,2,Sim,Sim,Sim,Nao,Oeste
5000,128,3,4,1,3,Nao,Sim,Sim,Nao,Oeste
1800,63,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
1800,66,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
4500,130,4,3,1,2,Sim,Nao,Sim,Nao,Oeste
5500,133,3,3,2,3,Nao,Nao,Sim,Nao,Oeste
1750,66,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
1700,71,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
2150,80,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
4000,170,3,4,1,2,Nao,Nao,Sim,Nao,Oeste
3000,89,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
2200,71,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
5000,168,3,3,1,2,Nao,Nao,Sim,Nao,Oeste
3000,89,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
5500,170,3,3,1,2,Sim,Nao,Sim,Nao,Oeste
2900,99,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
3500,33,1,2,1,1,Sim,Sim,Sim,Nao,Oeste
2800,95,3,2,1,2,Nao,Nao,Sim,Nao,Oeste
1850,66,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
3000,89,3,2,1,1,Sim,Nao,Nao,Nao,Oeste
2750,104,3,3,1,1,Nao,Nao,Nao,Nao,Oeste
5500,165,3,3,1,2,Nao,Nao,Nao,Nao,Oeste
3300,120,3,3,1,2,Sim,Nao,Sim,Nao,Oeste
1800,66,3,2,1,1,Sim,Nao,Nao,Nao,Oeste
1700,71,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
3200,120,3,3,1,2,Sim,Nao,Sim,Nao,Oeste
4400,74,1,2,1,1,Nao,Nao,Sim,Nao,Oeste
4500,155,3,3,1,2,Sim,Nao,Sim,Nao,Oeste
2900,105,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
2000,58,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
2000,80,3,2,1,2,Sim,Nao,Sim,Nao,Oeste
2000,72,3,2,1,2,Nao,Nao,Sim,Nao,Oeste
1150,55,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
2100,62,3,2,1,1,Nao,Nao,Sim,Nao,Oeste
2800,100,3,3,1,2,Nao,Nao,Sim,Nao,Oeste
1300,62,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
2800,77,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
5000,171,3,5,3,3,Sim,Nao,Sim,Nao,Oeste
1000,65,2,2,1,1,Sim,Sim,Nao,Nao,Oeste
2200,77,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
1400,60,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1300,52,2,2,1,1,Sim,Sim,Nao,Nao,Oeste
2500,65,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
1200,65,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1800,65,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1700,72,3,2,1,2,Nao,Nao,Sim,Nao,Oeste
2100,62,3,2,1,1,Sim,Sim,Sim,Nao,Oeste
1500,115,3,3,1,2,Nao,Nao,Sim,Nao,Oeste
2000,74,3,2,1,1,Sim,Nao,Nao,Nao,Oeste
1750,60,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1300,52,2,2,1,1,Sim,Sim,Nao,Nao,Oeste
1350,70,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1750,60,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1900,68,3,2,1,2,Nao,Nao,Nao,Nao,Oeste
1500,55,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1100,54,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1200,58,2,2,1,2,Nao,Nao,Sim,Nao,Oeste
1850,66,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1400,52,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
1015,64,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1400,62,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
2300,67,2,2,1,2,Sim,Sim,Sim,Nao,Oeste
1700,63,3,2,1,1,Sim,Nao,Sim,Nao,Oeste
1200,68,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
5500,234,4,5,3,3,Sim,Nao,Sim,Nao,Oeste
2200,68,3,2,1,1,Nao,Sim,Sim,Nao,Oeste
1300,60,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1800,60,3,2,1,1,Nao,Nao,Sim,Nao,Oeste
1400,60,3,2,1,1,Sim,Nao,Sim,Nao,Oeste
1400,70,3,2,1,1,Nao,Sim,Nao,Nao,Oeste
1900,70,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
5500,234,4,5,4,3,Sim,Nao,Sim,Nao,Oeste
1100,55,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1800,53,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1300,45,1,2,1,1,Nao,Nao,Sim,Nao,Oeste
1200,55,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1400,58,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1700,50,2,2,1,1,Nao,Sim,Sim,Nao,Oeste
2200,65,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1300,40,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1200,51,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1500,56,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1700,50,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1400,80,3,2,1,1,Sim,Nao,Nao,Nao,Oeste
5000,156,3,5,3,2,Sim,Nao,Sim,Nao,Oeste
1300,60,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
2000,70,3,2,1,1,Sim,Nao,Nao,Nao,Oeste
1200,40,1,2,1,1,Nao,Nao,Sim,Nao,Oeste
1000,47,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1700,74,3,2,1,2,Nao,Nao,Sim,Nao,Oeste
2200,53,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
2100,78,2,2,1,2,Nao,Nao,Nao,Nao,Oeste
1500,50,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1550,52,2,2,1,1,Nao,Sim,Sim,Nao,Oeste
1600,54,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1900,85,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
1400,70,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1100,54,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1400,63,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1300,45,2,2,1,1,Nao,Sim,Nao,Nao,Oeste
4000,160,2,3,1,2,Sim,Nao,Sim,Nao,Oeste
1500,65,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
1850,52,2,2,1,1,Nao,Sim,Sim,Nao,Oeste
1200,72,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
3500,180,3,4,1,2,Sim,Nao,Nao,Nao,Oeste
2700,70,3,2,1,2,Sim,Nao,Sim,Nao,Oeste
2150,80,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
1500,60,1,2,1,1,Nao,Nao,Nao,Nao,Oeste
2000,98,3,3,1,1,Sim,Nao,Nao,Nao,Oeste
2600,58,2,2,1,2,Nao,Nao,Nao,Nao,Oeste
6000,162,4,5,3,3,Sim,Nao,Sim,Nao,Oeste
6500,154,4,3,2,3,Sim,Nao,Sim,Nao,Oeste
2000,55,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
3600,134,4,5,2,2,Sim,Nao,Sim,Nao,Oeste
4500,92,2,2,1,2,Nao,Sim,Nao,Nao,Oeste
2800,87,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
2000,122,3,3,1,1,Nao,Nao,Nao,Nao,Oeste
1600,64,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1500,63,1,2,1,1,Nao,Nao,Nao,Nao,Oeste
2200,43,1,2,1,1,Nao,Sim,Sim,Nao,Oeste
1700,65,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
2322,167,3,2,1,3,Sim,Nao,Sim,Nao,Oeste
2600,70,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
2600,65,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
3200,59,2,2,1,2,Nao,Nao,Nao,Nao,Oeste
4000,100,3,4,1,2,Sim,Nao,Sim,Nao,Oeste
4000,100,2,2,1,2,Nao,Sim,Sim,Nao,Oeste
2200,89,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
8000,171,3,5,3,3,Nao,Nao,Sim,Nao,Oeste
2500,71,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
2500,83,3,2,1,1,Nao,Nao,Sim,Nao,Oeste
1800,60,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
4900,133,3,4,3,2,Nao,Nao,Nao,Nao,Oeste
1500,65,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
2500,110,2,2,1,2,Sim,Nao,Nao,Nao,Oeste
2600,74,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
3700,110,3,3,1,2,Sim,Nao,Sim,Nao,Oeste
1800,100,3,3,1,1,Nao,Nao,Nao,Nao,Oeste
2850,72,2,3,1,2,Sim,Sim,Sim,Nao,Oeste
2700,150,3,4,1,2,Sim,Nao,Nao,Nao,Oeste
5000,140,3,4,1,2,Sim,Nao,Sim,Nao,Oeste
3500,117,3,3,1,2,Sim,Nao,Sim,Nao,Oeste
4700,150,3,4,3,3,Nao,Nao,Sim,Nao,Oeste
3400,127,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
4200,97,2,3,1,2,Sim,Sim,Sim,Nao,Oeste
2500,36,1,2,1,1,Sim,Nao,Sim,Nao,Oeste
3500,64,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
2600,105,3,3,1,2,Nao,Nao,Nao,Nao,Oeste
2300,45,2,2,1,1,Sim,Sim,Nao,Nao,Oeste
2400,66,2,2,1,2,Sim,Sim,Sim,Nao,Oeste
1500,79,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
2200,90,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
3500,127,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
4300,128,3,5,2,3,Sim,Nao,Sim,Nao,Oeste
3200,120,3,3,1,2,Sim,Nao,Nao,Nao,Oeste
2600,119,3,3,1,1,Nao,Nao,Nao,Nao,Oeste
4000,104,3,2,1,2,Sim,Nao,Nao,Nao,Oeste
4500,115,3,3,1,2,Sim,Nao,Sim,Nao,Oeste
3500,112,3,4,2,2,Nao,Nao,Sim,Nao,Oeste
6900,150,3,5,3,3,Sim,Nao,Sim,Nao,Oeste
2500,64,2,2,1,1,Sim,Sim,Sim,Nao,Oeste
2850,72,2,4,3,2,Sim,Sim,Sim,Nao,Oeste
3600,105,3,3,1,2,Sim,Nao,Sim,Nao,Oeste
2917,63,2,2,1,1,Sim,Sim,Sim,Nao,Oeste
3900,119,3,3,1,2,Nao,Nao,Sim,Nao,Oeste
3850,92,2,3,1,2,Nao,Sim,Nao,Nao,Oeste
7500,140,3,3,1,2,Sim,Sim,Sim,Nao,Oeste
4000,35,1,2,1,1,Sim,Sim,Sim,Nao,Oeste
5500,120,3,3,1,1,Sim,Nao,Sim,Nao,Oeste
7500,140,3,4,3,2,Sim,Nao,Sim,Nao,Oeste
4500,62,1,2,1,2,Nao,Sim,Sim,Nao,Oeste
4200,160,4,3,1,2,Sim,Nao,Nao,Nao,Oeste
5000,110,3,2,1,2,Nao,Nao,Nao,Nao,Oeste
3800,104,3,2,1,2,Nao,Nao,Sim,Nao,Oeste
4000,38,1,2,1,1,Sim,Sim,Sim,Nao,Oeste
3500,91,2,3,1,1,Sim,Nao,Sim,Nao,Oeste
9900,145,3,5,3,2,Sim,Sim,Sim,Nao,Oeste
5500,65,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
3700,88,1,2,1,2,Nao,Nao,Sim,Nao,Oeste
3080,30,1,2,1,1,Sim,Sim,Sim,Nao,Oeste
2500,56,1,2,1,1,Sim,Nao,Sim,Nao,Oeste
3000,210,3,3,1,1,Sim,Nao,Nao,Nao,Oeste
10000,162,3,5,3,3,Nao,Nao,Sim,Nao,Oeste
3200,32,1,2,1,1,Sim,Sim,Sim,Nao,Oeste
5000,30,1,2,1,1,Nao,Sim,Sim,Nao,Oeste
3700,65,2,2,1,2,Nao,Nao,Nao,Nao,Oeste
4500,73,2,2,1,1,Sim,Sim,Nao,Nao,Oeste
2500,66,2,2,1,1,Nao,Sim,Nao,Nao,Oeste
4300,130,3,3,1,2,Sim,Nao,Sim,Nao,Oeste
3000,80,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
3000,110,3,3,1,1,Nao,Nao,Nao,Nao,Oeste
2400,89,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
2399,48,1,2,1,2,Sim,Nao,Nao,Nao,Oeste
6500,46,1,2,1,1,Nao,Nao,Nao,Nao,Oeste
4400,65,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
3300,93,2,3,1,2,Nao,Nao,Nao,Nao,Oeste
7100,78,2,3,2,2,Nao,Nao,Nao,Nao,Oeste
4000,74,3,2,1,1,Sim,Nao,Sim,Nao,Oeste
4800,60,2,2,1,3,Sim,Sim,Sim,Nao,Oeste
7000,104,3,2,1,2,Sim,Nao,Sim,Nao,Oeste
6700,119,2,3,2,2,Nao,Sim,Sim,Nao,Oeste
3100,89,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1600,55,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
3000,77,2,2,1,1,Sim,Sim,Sim,Nao,Oeste
1400,47,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1000,50,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
800,45,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1150,51,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1700,47,3,2,1,1,Sim,Sim,Sim,Nao,Oeste
6000,136,3,2,1,2,Sim,Sim,Sim,Nao,Oeste
1200,55,3,2,1,1,Nao,Nao,Nao,Nao,Oeste
2000,55,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
1300,56,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1400,55,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
1150,70,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
3500,143,3,5,3,2,Sim,Sim,Sim,Nao,Oeste
1500,60,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1000,62,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
1250,60,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
2500,77,2,2,1,2,Nao,Sim,Sim,Nao,Oeste
1400,50,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
3000,122,3,2,1,2,Nao,Nao,Sim,Nao,Oeste
2100,64,3,2,1,1,Nao,Nao,Sim,Nao,Oeste
1200,74,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1100,51,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
3500,111,3,3,2,2,Nao,Nao,Sim,Nao,Oeste
1300,56,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1500,49,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1600,65,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
850,50,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1400,56,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1900,64,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1000,56,1,2,1,1,Nao,Nao,Nao,Nao,Oeste
2300,62,3,2,1,1,Sim,Sim,Sim,Nao,Oeste
1100,56,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1750,70,3,2,1,1,Sim,Nao,Sim,Nao,Oeste
1800,65,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1350,57,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
3000,122,2,4,2,2,Sim,Nao,Sim,Nao,Oeste
3000,122,2,3,2,2,Sim,Nao,Sim,Nao,Oeste
1500,63,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1150,55,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
2500,59,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
3800,183,4,5,3,2,Sim,Nao,Nao,Nao,Oeste
1600,50,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
1500,70,2,2,1,2,Nao,Nao,Sim,Nao,Oeste
1200,53,2,2,1,1,Nao,Nao,Nao,Nao,Oeste
1250,54,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
5000,130,3,4,1,2,Sim,Sim,Sim,Nao,Oeste
8500,187,3,6,3,3,Sim,Sim,Sim,Nao,Oeste
6000,143,2,3,2,2,Sim,Nao,Sim,Nao,Oeste
4500,130,3,4,1,2,Sim,Nao,Sim,Nao,Oeste
1850,36,1,2,1,1,Sim,Nao,Sim,Nao,Oeste
6000,143,3,4,3,2,Sim,Sim,Sim,Nao,Oeste
2500,73,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
2800,88,2,3,1,2,Sim,Nao,Sim,Nao,Oeste
1800,90,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
5500,143,3,4,3,3,Sim,Sim,Sim,Nao,Oeste
6000,158,3,4,3,2,Sim,Nao,Sim,Nao,Oeste
2500,82,3,2,1,2,Nao,Nao,Nao,Nao,Oeste
5000,125,3,4,3,3,Sim,Nao,Sim,Nao,Oeste
2300,35,1,2,1,1,Nao,Sim,Nao,Nao,Oeste
3800,96,2,3,2,2,Sim,Nao,Sim,Nao,Oeste
5498,142,3,5,3,3,Sim,Nao,Sim,Nao,Oeste
2600,48,2,2,1,1,Nao,Sim,Sim,Nao,Oeste
3350,79,2,2,1,2,Sim,Nao,Nao,Nao,Oeste
1850,50,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
1800,35,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
3300,85,3,3,1,2,Sim,Nao,Sim,Nao,Oeste
4499,142,4,5,3,1,Nao,Nao,Nao,Nao,Oeste
2600,103,3,3,1,1,Sim,Nao,Nao,Nao,Oeste
6000,158,3,4,3,2,Sim,Sim,Sim,Nao,Oeste
3300,94,2,3,1,2,Sim,Nao,Sim,Nao,Oeste
1800,50,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
2299,87,3,2,1,2,Nao,Nao,Nao,Nao,Oeste
2500,40,1,2,1,1,Sim,Sim,Sim,Nao,Oeste
5900,148,3,4,3,2,Sim,Nao,Sim,Nao,Oeste
3500,94,2,3,1,2,Nao,Nao,Sim,Nao,Oeste
2300,86,3,2,1,2,Nao,Nao,Nao,Nao,Oeste
2700,60,2,2,1,1,Sim,Nao,Nao,Nao,Oeste
4200,126,4,5,2,2,Nao,Nao,Sim,Nao,Oeste
5900,146,3,4,1,2,Sim,Nao,Sim,Nao,Oeste
2699,74,2,3,1,2,Nao,Nao,Sim,Nao,Oeste
5500,151,3,4,2,3,Sim,Sim,Sim,Nao,Oeste
2100,50,2,1,0,1,Nao,Sim,Sim,Nao,Oeste
1800,63,1,2,1,1,Nao,Nao,Sim,Nao,Oeste
1600,44,2,1,0,1,Sim,Nao,Nao,Nao,Oeste
1700,43,2,1,0,1,Sim,Nao,Nao,Nao,Oeste
3500,51,1,1,0,1,Nao,Nao,Sim,Nao,Oeste
2900,65,2,2,1,2,Sim,Nao,Sim,Nao,Oeste
2500,66,2,2,1,1,Sim,Nao,Sim,Nao,Oeste
7500,159,3,4,3,3,Nao,Nao,Sim,Nao,Oeste
2600,65,1,2,1,1,Nao,Nao,Nao,Nao,Oeste
2890,58,2,1,0,1,Nao,Nao,Nao,Nao,Oeste
2600,69,2,2,1,1,Nao,Nao,Sim,Nao,Oeste
1850,33,1,1,0,1,Sim,Nao,Sim,Nao,Oeste
2400,69,2,2,1,0,Nao,Nao,Nao,Nao,Oeste
3200,52,3,2,1,1,Sim,Sim,Sim,Nao,Oeste
2800,70,2,2,1,1,Nao,Sim,Sim,Nao,Oeste
2900,58,2,1,0,1,Nao,Nao,Sim,Nao,Oeste
4500,108,3,2,1,2,Nao,Nao,Sim,Nao,Oeste
2300,93,3,2,1,0,Nao,Nao,Nao,Nao,Oeste
5000,160,4,3,2,2,Nao,Nao,Sim,Nao,Oeste
1400,70,2,1,0,0,Nao,Nao,Nao,Nao,Oeste
2900,71,3,2,1,1,Nao,Nao,Sim,Nao,Oeste
2900,60,2,2,1,1,Sim,Sim,Sim,Nao,Oeste
